snippet_id,chain_index,step_index,provider,step,n_options,n_members,api_called,correct,truth_rank,truth_tied,truth_prob,top1_name,top1_prob,top2_name,top2_prob,confidence,entropy_bits,input_tokens,output_tokens
28,0,8,olympics,then,27,27,1,1,1,1,0.670000,then,0.670000,count distinct Medal,0.080000,0.6400,1.7809,1496,277
28,0,9,olympics,sort data,9,9,1,0,2,1,0.120000,get series,0.840000,sort data,0.120000,0.8100,0.8241,1331,91
28,0,10,olympics,by Year,8,8,1,0,5,1,0.060000,then,0.490000,by count descending,0.170000,0.4000,2.2364,1330,83
28,0,11,olympics,then,6,6,1,1,1,1,0.710000,then,0.710000,and by count,0.120000,0.6500,1.4260,1324,70
28,0,12,olympics,get series,9,9,1,1,1,1,0.950000,get series,0.950000,get the data,0.020000,0.9400,0.3825,1345,91
28,0,13,olympics,with key Year,4,4,1,0,2,1,0.410000,with key Games,0.580000,with key Year,0.410000,0.4300,1.0496,1317,54
28,0,14,olympics,and value count,4,4,1,1,1,1,0.980000,and value count,0.980000,and value Games,0.020000,0.9600,0.1414,1323,54
29,0,0,worldbank,byYear,2,2,1,1,1,1,0.920000,byYear,0.920000,byCountry,0.080000,0.8500,0.4022,1223,38
29,0,1,worldbank,2012,145,145,1,0,11,135,0.000000,2023,0.410000,2024,0.240000,0.4000,2.4960,2665,1619
29,0,2,worldbank,All Indicators,22,22,1,0,4,1,0.070000,Social Development,0.370000,Economy & Growth,0.280000,0.3300,2.5781,1388,210
29,0,3,worldbank,"Population, total",255,5340,1,1,1,1,1.000000,"Population, total",1.000000,"Saved at a financial institution in the past year, male (% age 15+)",0.000000,0.9900,0.0000,6465,5399
29,0,4,worldbank,sortValues(true),26,26,1,1,1,1,0.840000,sortValues,0.840000,take,0.050000,0.8200,1.0382,1413,227
30,0,0,olympics,filter data,9,9,1,0,3,1,0.270000,get series,0.390000,group data,0.330000,0.3100,1.6341,1260,91
30,0,1,olympics,Games is,37,37,1,0,2,1,0.320000,Medal is,0.340000,Games is,0.320000,0.3100,2.5728,1506,362
30,0,2,olympics,Rio (2016),29,29,1,1,1,1,0.990000,Rio (2016),0.990000,London (2012),0.010000,0.9900,0.0808,1573,392
30,0,3,olympics,then,74,74,1,1,1,1,0.820000,then,0.820000,and Medal is,0.140000,0.8100,0.8312,1874,750
30,0,4,olympics,group data,9,9,1,1,1,1,0.770000,group data,0.770000,get series,0.220000,0.7400,0.8374,1283,91
30,0,5,olympics,by Team,13,13,1,1,1,1,0.630000,by Team,0.630000,by Gold,0.320000,0.5900,1.1982,1316,123
30,0,6,olympics,sum Gold,43,43,1,1,1,1,0.460000,sum Gold,0.460000,and Gold,0.210000,0.4400,2.1118,1576,408
30,0,7,olympics,then,28,28,1,1,1,1,0.910000,then,0.910000,sum Silver,0.040000,0.9000,0.5942,1474,285
30,0,8,olympics,sort data,9,9,1,1,1,1,0.590000,sort data,0.590000,get series,0.410000,0.5300,0.9765,1302,91
30,0,9,olympics,by Gold descending,6,6,1,1,1,1,0.920000,by Gold descending,0.920000,then,0.030000,0.9000,0.5271,1286,68
30,0,10,olympics,then,4,4,1,1,1,1,0.920000,then,0.920000,and by Team descending,0.040000,0.9000,0.5146,1279,51
30,0,11,olympics,paging,9,9,1,0,2,1,0.010000,get series,0.990000,paging,0.010000,0.9800,0.0808,1317,91
30,0,12,olympics,take(8),4,4,1,1,1,1,0.780000,take,0.780000,then,0.210000,0.7100,0.8189,1282,46
31,0,0,olympics,group data,9,9,1,0,2,1,0.190000,get series,0.570000,group data,0.190000,0.5100,1.7233,1259,91
31,0,1,olympics,by Year,13,13,1,0,3,1,0.290000,by Games,0.360000,by Team,0.320000,0.2900,1.7739,1291,123
31,0,2,olympics,count distinct Team,43,43,1,1,1,1,0.620000,count distinct Team,0.620000,then,0.290000,0.6000,1.3683,1551,409
31,0,3,olympics,concatenate values of Games,29,29,1,0,8,22,0.000000,then,0.880000,count all,0.040000,0.8700,0.7996,1453,289
31,0,4,olympics,then,27,27,1,1,1,1,0.910000,then,0.910000,count all,0.030000,0.8900,0.6542,1443,268
31,0,5,olympics,sort data,9,9,1,0,4,1,0.060000,get series,0.440000,get the data,0.230000,0.3700,2.3399,1287,91
31,0,6,olympics,by Year descending,8,8,1,0,2,1,0.200000,then,0.640000,by Year descending,0.200000,0.5900,1.6269,1286,83
31,0,7,olympics,then,6,6,1,1,1,1,0.800000,then,0.800000,and by Games descending,0.090000,0.7600,1.0845,1281,70
31,0,8,olympics,paging,9,9,1,0,7,1,0.030000,get series,0.400000,get the data,0.310000,0.3400,2.3015,1302,91
31,0,9,olympics,take(5),4,4,1,1,1,1,0.610000,take,0.610000,then,0.360000,0.4800,1.1449,1267,46
31,0,10,olympics,sort data,9,9,1,0,6,1,0.030000,get the data,0.440000,paging,0.250000,0.3800,2.2451,1310,92
31,0,11,olympics,by Year,8,8,1,0,3,1,0.100000,by Year descending,0.390000,then,0.380000,0.3000,2.0610,1309,85
31,0,12,olympics,then,6,6,1,1,1,1,0.870000,then,0.870000,and by Games,0.060000,0.8500,0.8234,1303,70
31,0,13,olympics,get series,9,9,1,1,1,1,0.350000,get series,0.350000,get the data,0.300000,0.2600,2.3913,1324,91
31,0,14,olympics,with key Games,4,4,1,0,2,1,0.030000,with key Year,0.960000,with key Games,0.030000,0.9400,0.2747,1296,54
31,0,15,olympics,and value Team,4,4,1,0,3,1,0.120000,and value Year,0.750000,and value Games,0.130000,0.6600,1.0610,1302,54
32,0,0,shared,by date,2,2,1,1,1,1,0.980000,by date,0.980000,by tag,0.020000,0.9600,0.1414,1242,35
32,0,1,shared,April 2017,10,10,1,1,1,1,1.000000,April 2017,1.000000,May 2017,0.000000,1.0000,0.0000,1342,143
32,0,2,shared,People at the Turing in 2016/2017,1,1,0,1,,,,,,,,,,0,0
32,0,3,shared,get series,9,9,1,0,4,6,0.000000,group data,0.540000,get the data,0.360000,0.4700,1.3429,1323,91
32,0,4,shared,with key Role,3,3,1,1,1,1,0.910000,with key Role,0.910000,with key Count,0.080000,0.8700,0.4818,1287,45
32,0,5,shared,and value Count,3,3,1,1,1,1,0.920000,and value Count,0.920000,and value Role,0.080000,0.8800,0.4022,1293,45
33,0,0,shared,by date,2,2,1,1,1,1,0.990000,by date,0.990000,by tag,0.010000,0.9700,0.0808,1261,35
33,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,1361,143
33,0,2,shared,The Alan Turing Institute People (May 2017),8,8,1,1,1,1,0.990000,The Alan Turing Institute People (May 2017),0.990000,"The Alan Turing Institute People (May 2017, corrected)",0.010000,0.9900,0.0808,1389,164
33,0,3,shared,group data,8,8,1,0,2,1,0.310000,get the data,0.430000,group data,0.310000,0.3500,1.7343,1332,83
33,0,4,shared,by Role,5,5,1,1,1,1,0.750000,by Role,0.750000,by Position,0.190000,0.6900,1.0976,1316,58
33,0,5,shared,count all,15,15,1,0,3,1,0.180000,then,0.450000,count distinct Name,0.230000,0.4000,2.0615,1410,156
33,0,6,shared,then,10,10,1,1,1,1,0.610000,then,0.610000,count distinct Role,0.210000,0.5600,1.5751,1380,116
33,0,7,shared,get series,9,9,1,0,4,1,0.020000,filter data,0.560000,get the data,0.330000,0.5100,1.5246,1359,91
33,0,8,shared,with key Role,3,3,1,1,1,1,0.930000,with key Role,0.930000,with key count,0.060000,0.9100,0.4073,1323,45
33,0,9,shared,and value count,3,3,1,1,1,1,0.850000,and value count,0.850000,and value Role,0.150000,0.7700,0.6098,1329,45
34,0,0,shared,by date,2,2,1,1,1,1,0.970000,by date,0.970000,by tag,0.030000,0.9400,0.1944,1268,35
34,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,1368,143
34,0,2,shared,"The Alan Turing Institute People (May 2017, corrected)",8,8,1,1,1,1,1.000000,"The Alan Turing Institute People (May 2017, corrected)",1.000000,The Alan Turing Institute People (May 2017),0.000000,0.9900,0.0000,1396,166
34,0,3,shared,group data,8,8,1,1,1,1,0.540000,group data,0.540000,get the data,0.280000,0.4800,1.5377,1341,82
34,0,4,shared,by Role,5,5,1,1,1,1,0.810000,by Role,0.810000,by Position,0.160000,0.7600,0.8486,1325,58
34,0,5,shared,count all,15,15,1,0,3,1,0.210000,then,0.450000,count distinct Name,0.220000,0.4000,1.9979,1419,156
34,0,6,shared,then,10,10,1,1,1,1,0.640000,then,0.640000,count distinct Name,0.160000,0.6000,1.5239,1389,116
34,0,7,shared,get series,9,9,1,0,5,2,0.020000,get the data,0.540000,filter data,0.330000,0.4800,1.6716,1368,92
34,0,8,shared,with key Role,3,3,1,1,1,1,0.950000,with key Role,0.950000,with key count,0.050000,0.9200,0.2864,1332,45
34,0,9,shared,and value count,3,3,1,1,1,1,0.880000,and value count,0.880000,and value Role,0.120000,0.8100,0.5294,1338,45
35,0,0,shared,by date,2,2,1,1,1,1,0.980000,by date,0.980000,by tag,0.020000,0.9700,0.1414,1230,35
35,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,1330,143
35,0,2,shared,The Alan Turing Institute People (7 May 2017),8,8,1,1,1,1,1.000000,The Alan Turing Institute People (7 May 2017),1.000000,The Alan Turing Institute People (May 2017),0.000000,0.9900,0.0000,1358,165
35,0,3,shared,filter data,8,8,1,0,2,1,0.270000,get the data,0.720000,filter data,0.270000,0.6700,0.9177,1302,83
35,0,4,shared,Position is,13,13,1,0,3,2,0.140000,Role is,0.460000,Position contains,0.160000,0.4100,2.1944,1346,126
35,0,5,shared,Faculty Fellow,12,12,1,1,1,1,1.000000,Faculty Fellow,1.000000,preview,0.000000,1.0000,0.0000,1352,126
35,0,6,shared,and University is,26,26,1,0,2,2,0.020000,then,0.930000,and University is,0.020000,0.9300,0.4560,1474,256
35,0,7,shared,Cambridge,6,6,1,1,1,1,1.000000,Cambridge,1.000000,preview,0.000000,1.0000,0.0000,1312,71
35,0,8,shared,then,14,14,1,1,1,1,0.870000,then,0.870000,and University is,0.110000,0.8500,0.6380,1387,144
35,0,9,shared,get the data,8,8,1,1,1,1,0.910000,get the data,0.910000,drop columns,0.050000,0.9000,0.5857,1334,83
36,0,0,shared,by date,2,2,1,1,1,1,0.990000,by date,0.990000,by tag,0.010000,0.9900,0.0808,1218,35
36,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,1318,143
36,0,2,shared,Rio 2016 Olympics,8,8,1,1,1,1,1.000000,Rio 2016 Olympics,1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,1346,157
36,0,3,shared,filter data,9,9,1,0,2,1,0.270000,group data,0.520000,filter data,0.270000,0.4700,1.7083,1290,91
36,0,4,shared,Games is,37,37,1,0,6,1,0.010000,Medal is,0.840000,Gold is greater than,0.050000,0.8300,0.9746,1537,362
36,0,5,shared,Rio (2016),2,2,1,1,1,1,1.000000,Rio (2016),1.000000,preview,0.000000,1.0000,0.0000,1255,43
36,0,6,shared,then,74,74,1,0,2,1,0.220000,and Medal is,0.770000,then,0.220000,0.7600,0.8374,1905,752
36,0,7,shared,group data,9,9,1,1,1,1,0.770000,group data,0.770000,filter data,0.150000,0.7400,1.0963,1314,91
36,0,8,shared,by Event,13,13,1,0,7,2,0.010000,by Medal,0.390000,by Gold,0.290000,0.3300,2.2193,1347,123
36,0,9,shared,and Discipline,43,43,1,0,11,33,0.000000,sum Gold,0.430000,count all,0.170000,0.4100,2.4693,1607,408
36,0,10,shared,and Team,43,43,1,0,12,32,0.000000,sum Gold,0.260000,count all,0.250000,0.2300,2.7493,1612,408
36,0,11,shared,and Gold,43,43,1,0,4,1,0.120000,sum Gold,0.240000,then,0.220000,0.2100,2.8182,1617,408
36,0,12,shared,then,43,43,1,1,1,1,0.390000,then,0.390000,sum Gold,0.330000,0.3700,2.0639,1622,407
36,0,13,shared,group data,9,9,1,0,5,1,0.020000,get the data,0.660000,sort data,0.190000,0.6300,1.5399,1343,92
36,0,14,shared,by Team,5,5,1,1,1,1,0.400000,by Team,0.400000,by Gold,0.340000,0.2500,1.7830,1319,58
36,0,15,shared,sum Gold,16,16,1,1,1,1,0.530000,sum Gold,0.530000,then,0.170000,0.5000,2.0262,1416,161
36,0,16,shared,then,9,9,1,1,1,1,0.730000,then,0.730000,count distinct Team,0.190000,0.6800,1.1217,1371,103
36,0,17,shared,sort data,9,9,1,1,1,1,0.710000,sort data,0.710000,get the data,0.250000,0.6700,1.0966,1362,91
36,0,18,shared,by Gold descending,6,6,1,1,1,1,0.710000,by Gold descending,0.710000,by Team descending,0.180000,0.6400,1.1948,1346,68
36,0,19,shared,then,4,4,1,1,1,1,0.750000,then,0.750000,and by Team descending,0.190000,0.6600,1.0490,1339,51
36,0,20,shared,paging,9,9,1,0,3,1,0.110000,get the data,0.760000,drop columns,0.120000,0.7200,1.0847,1377,92
36,0,21,shared,take(8),4,4,1,1,1,1,0.630000,take,0.630000,then,0.310000,0.5000,1.1873,1342,46
37,0,0,shared,by date,2,2,1,1,1,1,0.890000,by date,0.890000,by tag,0.110000,0.7700,0.4999,1267,35
37,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,1367,143
37,0,2,shared,Central government own expenditure in budgets by departmental group (PESA 2016),8,8,1,1,1,1,1.000000,Central government own expenditure in budgets by departmental group (PESA 2016),1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,1395,171
37,0,3,shared,group data,9,9,1,0,2,1,0.200000,sort data,0.460000,group data,0.200000,0.3900,2.0034,1353,91
37,0,4,shared,by Department,12,12,1,0,2,1,0.050000,by 2015-16 Outturn,0.950000,by Department,0.050000,0.9400,0.2864,1459,204
37,0,5,shared,sum 2015-16 Outturn,45,45,1,1,1,1,0.690000,sum 2015-16 Outturn,0.690000,and 2015-16 Outturn,0.190000,0.6700,1.1917,1952,725
37,0,6,shared,then,31,31,1,1,1,1,0.980000,then,0.980000,sum 2014-15 Outturn,0.020000,0.9700,0.1414,1759,494
37,0,7,shared,sort data,9,9,1,1,1,1,0.960000,sort data,0.960000,paging,0.020000,0.9500,0.3023,1381,91
37,0,8,shared,by 2015-16 Outturn descending,6,6,1,1,1,1,0.810000,by 2015-16 Outturn descending,0.810000,then,0.110000,0.7800,0.9529,1383,95
37,0,9,shared,then,4,4,1,1,1,1,0.940000,then,0.940000,and by Department descending,0.040000,0.9200,0.3825,1367,51
37,0,10,shared,paging,9,9,1,1,1,1,0.790000,paging,0.790000,get the data,0.150000,0.7600,1.0103,1405,90
37,0,11,shared,take(10),4,4,1,1,1,1,0.730000,take,0.730000,then,0.250000,0.6400,0.9443,1370,46
38,0,0,shared,by date,2,2,1,1,1,1,0.960000,by date,0.960000,by tag,0.040000,0.9200,0.2423,1233,35
38,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,1333,143
38,0,2,shared,YouTube views by video,8,8,1,1,1,1,1.000000,YouTube views by video,1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,1361,156
38,0,3,shared,sort data,9,9,1,1,1,1,0.810000,sort data,0.810000,filter data,0.150000,0.7900,0.8750,1304,91
38,0,4,shared,by Views descending,112,112,1,1,1,1,0.930000,by Views descending,0.930000,by Views,0.040000,0.9200,0.3960,2381,1262
38,0,5,shared,then,110,110,1,1,1,1,0.960000,then,0.960000,and by Video title,0.020000,0.9500,0.3023,2480,1351
38,0,6,shared,paging,9,9,1,1,1,1,0.680000,paging,0.680000,filter data,0.170000,0.6300,1.4031,1319,90
38,0,7,shared,take(10),4,4,1,1,1,1,0.510000,take,0.510000,then,0.470000,0.3400,1.1203,1284,46
39,0,0,expenditure,byService,2,2,1,1,1,1,1.000000,byService,1.000000,byYear,0.000000,0.9900,0.0000,1180,38
39,0,1,expenditure,Education,12,12,1,1,1,1,1.000000,Education,1.000000,General public services,0.000000,0.9900,0.0000,1268,129
39,0,2,expenditure,bySubService,5,5,1,1,1,1,1.000000,bySubService,1.000000,bySubServiceComponents,0.000000,0.9900,0.0000,1222,75
39,0,3,expenditure,Tertiary education,8,8,1,1,1,1,1.000000,Tertiary education,1.000000,Pre-primary and primary education,0.000000,0.9900,0.0000,1258,107
40,0,0,expenditure,byService,2,2,1,1,1,1,1.000000,byService,1.000000,byYear,0.000000,1.0000,0.0000,1191,38
40,0,1,expenditure,Education,12,12,1,1,1,1,1.000000,Education,1.000000,General public services,0.000000,0.9900,0.0000,1279,129
40,0,2,expenditure,bySubService,5,5,1,1,1,1,0.930000,bySubService,0.930000,inTermsOf,0.050000,0.9000,0.4263,1233,75
40,0,3,expenditure,Tertiary education,8,8,1,1,1,1,1.000000,Tertiary education,1.000000,Pre-primary and primary education,0.000000,0.9900,0.0000,1269,107
41,0,0,worldbank,byCountry,2,2,1,1,1,1,1.000000,byCountry,1.000000,byYear,0.000000,1.0000,0.0000,1259,38
41,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,0.9900,0.0000,3392,2397
41,0,2,worldbank,Climate Change,22,22,1,0,2,1,0.290000,Environment,0.680000,Climate Change,0.290000,0.6500,1.0756,1422,209
41,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.980000,CO2 emissions (kt),0.980000,CO2 emissions (metric tons per capita),0.010000,0.9700,0.1614,2430,1200
41,0,4,worldbank,take(10),26,26,1,1,1,1,0.710000,take,0.710000,filter,0.070000,0.6900,1.9059,1448,225
42,0,0,worldbank,byCountry,2,2,1,1,1,1,1.000000,byCountry,1.000000,byYear,0.000000,1.0000,0.0000,1242,38
42,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,0.9900,0.0000,3375,2397
42,0,2,worldbank,Economy & Growth,22,22,1,1,1,1,0.990000,Economy & Growth,0.990000,All Indicators,0.010000,0.9800,0.0808,1405,213
42,0,3,worldbank,GDP per capita (current US$),255,265,1,1,1,1,0.800000,GDP per capita (current US$),0.800000,"GDP per capita, PPP (current international $)",0.080000,0.7900,1.0448,5420,4209
42,1,0,olympics,filter data,9,9,1,0,2,1,0.160000,get series,0.800000,filter data,0.160000,0.7700,0.8599,1290,91
42,1,1,olympics,Team is,37,37,1,0,13,25,0.000000,Medal is,0.490000,Athlete is,0.290000,0.4700,2.1238,1536,362
42,1,2,olympics,United States,150,150,1,1,1,1,0.960000,United States,0.960000,Individual Olympic athletes,0.040000,0.9500,0.2423,2388,1317
42,1,3,olympics,and Athlete is,74,74,1,0,2,1,0.290000,and Medal is,0.300000,and Athlete is,0.290000,0.2800,2.3319,1899,752
42,1,4,olympics,Mark Spitz,255,3318,1,1,1,1,1.000000,Mark Spitz,1.000000,Christine Larson-mason,0.000000,1.0000,0.0000,3634,2661
42,1,5,olympics,then,38,38,1,0,2,1,0.300000,and Medal is,0.580000,then,0.300000,0.5600,1.6381,1589,393
42,1,6,olympics,group data,9,9,1,0,2,1,0.240000,get series,0.700000,group data,0.240000,0.6600,1.1730,1321,91
