snippet_id,chain_index,step_index,provider,step,n_options,n_members,api_called,correct,truth_rank,truth_tied,truth_prob,top1_name,top1_prob,top2_name,top2_prob,confidence,entropy_bits,input_tokens,output_tokens
27,0,0,worldbank,byCountry,2,2,1,0,2,1,0.490000,byYear,0.510000,byCountry,0.490000,0.0300,0.9997,392,38
27,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,1.0000,0.0000,2525,2397
27,0,2,worldbank,Climate Change,22,22,1,1,1,1,0.590000,Climate Change,0.590000,Environment,0.360000,0.5700,1.2319,555,210
27,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.980000,CO2 emissions (kt),0.980000,CO2 emissions (metric tons per capita),0.010000,0.9700,0.1614,1563,1200
27,0,4,worldbank,take(10),26,26,1,0,3,1,0.100000,filter,0.410000,preview,0.140000,0.3800,2.8430,581,225
28,0,0,olympics,filter data,9,9,1,0,3,1,0.010000,get the data,0.960000,get series,0.030000,0.9500,0.2747,450,92
28,0,1,olympics,Team is,37,37,1,0,2,1,0.320000,Year is greater than,0.420000,Team is,0.320000,0.3900,2.1505,696,363
28,0,2,olympics,China,150,150,1,1,1,1,1.000000,China,1.000000,preview,0.000000,0.9900,0.0000,1548,1316
28,0,3,olympics,then,74,74,1,0,6,2,0.020000,and Year is greater than,0.650000,and Year is in range,0.090000,0.6400,1.9384,1058,754
28,0,4,olympics,group data,9,9,1,0,2,1,0.240000,get series,0.260000,group data,0.240000,0.1700,2.4489,467,91
28,0,5,olympics,by Games,13,13,1,1,1,1,0.750000,by Games,0.750000,by Year,0.230000,0.7200,0.9118,500,123
28,0,6,olympics,average Year,43,43,1,0,13,31,0.000000,count all,0.630000,count distinct Medal,0.090000,0.6100,2.0235,760,408
28,0,7,olympics,count all,28,28,1,1,1,1,0.390000,count all,0.390000,count distinct Medal,0.310000,0.3600,2.4785,658,286
28,0,8,olympics,then,27,27,1,1,1,1,0.320000,then,0.320000,preview,0.160000,0.2900,2.9368,656,277
28,0,9,olympics,sort data,9,9,1,1,1,1,0.470000,sort data,0.470000,get series,0.250000,0.4000,2.1718,491,91
28,0,10,olympics,by Year,8,8,1,0,2,2,0.180000,then,0.320000,preview,0.180000,0.2300,2.6109,490,83
28,0,11,olympics,then,6,6,1,1,1,1,0.460000,then,0.460000,preview,0.420000,0.3400,1.5742,484,70
28,0,12,olympics,get series,9,9,1,1,1,1,0.370000,get series,0.370000,get the data,0.270000,0.2900,2.0689,505,91
28,0,13,olympics,with key Year,4,4,1,1,1,1,0.420000,with key Year,0.420000,preview,0.240000,0.2200,1.8752,477,54
28,0,14,olympics,and value count,4,4,1,1,1,1,0.550000,and value count,0.550000,and value Year,0.240000,0.3900,1.6226,483,54
29,0,0,worldbank,byYear,2,2,1,0,2,1,0.120000,byCountry,0.880000,byYear,0.120000,0.7500,0.5294,383,38
29,0,1,worldbank,2012,145,145,1,0,14,132,0.000000,2023,0.340000,2020,0.160000,0.3200,2.9089,1825,1619
29,0,2,worldbank,All Indicators,22,22,1,0,4,1,0.060000,Social Development,0.760000,Millenium development goals,0.080000,0.7400,1.2838,548,210
29,0,3,worldbank,"Population, total",255,5340,1,1,1,1,1.000000,"Population, total",1.000000,"Logs, Cameroon, $/cum, current$",0.000000,1.0000,0.0000,5140,4878
29,0,4,worldbank,sortValues(true),26,26,1,0,3,1,0.140000,take,0.430000,maxBy,0.200000,0.4000,2.4730,573,225
30,0,0,olympics,filter data,9,9,1,0,4,3,0.010000,get the data,0.750000,group data,0.150000,0.7300,1.1897,420,92
30,0,1,olympics,Games is,37,37,1,0,2,1,0.330000,Medal is,0.450000,Games is,0.330000,0.4300,2.0473,666,362
30,0,2,olympics,Rio (2016),29,29,1,1,1,1,1.000000,Rio (2016),1.000000,preview,0.000000,1.0000,0.0000,733,392
30,0,3,olympics,then,74,74,1,0,2,1,0.160000,and Medal is,0.650000,then,0.160000,0.6400,1.7041,1034,752
30,0,4,olympics,group data,9,9,1,1,1,1,0.840000,group data,0.840000,get series,0.110000,0.8100,0.8262,443,91
30,0,5,olympics,by Team,13,13,1,1,1,1,0.660000,by Team,0.660000,by Gold,0.280000,0.6300,1.1924,476,123
30,0,6,olympics,sum Gold,43,43,1,1,1,1,0.800000,sum Gold,0.800000,count distinct Gold,0.090000,0.7900,1.0984,736,408
30,0,7,olympics,then,28,28,1,0,2,1,0.360000,preview,0.450000,then,0.360000,0.4200,1.8273,634,285
30,0,8,olympics,sort data,9,9,1,1,1,1,0.920000,sort data,0.920000,get the data,0.040000,0.9000,0.5146,462,91
30,0,9,olympics,by Gold descending,6,6,1,1,1,1,0.940000,by Gold descending,0.940000,by Gold,0.030000,0.9300,0.4150,446,68
30,0,10,olympics,then,4,4,1,1,1,1,0.670000,then,0.670000,preview,0.310000,0.5700,1.0438,439,51
30,0,11,olympics,paging,9,9,1,0,6,1,0.030000,get series,0.380000,get the data,0.310000,0.3100,2.1912,477,91
30,0,12,olympics,take(8),4,4,1,1,1,1,0.430000,take,0.430000,then,0.360000,0.2400,1.5850,442,46
31,0,0,olympics,group data,9,9,1,0,3,1,0.080000,get the data,0.680000,get series,0.150000,0.6400,1.5308,419,92
31,0,1,olympics,by Year,13,13,1,0,2,1,0.360000,by Games,0.500000,by Year,0.360000,0.4500,1.5602,451,123
31,0,2,olympics,count distinct Team,43,43,1,1,1,1,0.920000,count distinct Team,0.920000,count all,0.040000,0.9100,0.5622,711,409
31,0,3,olympics,concatenate values of Games,29,29,1,0,9,11,0.010000,preview,0.410000,then,0.140000,0.3900,2.9625,613,289
31,0,4,olympics,then,27,27,1,0,4,2,0.060000,preview,0.540000,average Year,0.130000,0.5100,2.4128,603,268
31,0,5,olympics,sort data,9,9,1,0,6,1,0.060000,preview,0.230000,get series,0.200000,0.1400,2.7829,447,90
31,0,6,olympics,by Year descending,8,8,1,0,2,1,0.200000,preview,0.300000,by Year descending,0.200000,0.2000,2.5658,446,83
31,0,7,olympics,then,6,6,1,0,2,1,0.330000,preview,0.450000,then,0.330000,0.3400,1.8673,441,70
31,0,8,olympics,paging,9,9,1,0,7,3,0.010000,preview,0.300000,get series,0.230000,0.2000,2.4753,462,90
31,0,9,olympics,take(5),4,4,1,1,1,1,0.430000,take,0.430000,preview,0.310000,0.2400,1.7137,427,46
31,0,10,olympics,sort data,9,9,1,0,8,2,0.010000,get the data,0.250000,preview,0.230000,0.1700,2.7298,470,92
31,0,11,olympics,by Year,8,8,1,0,2,1,0.250000,by Year descending,0.380000,by Year,0.250000,0.2900,2.4340,469,85
31,0,12,olympics,then,6,6,1,0,2,1,0.410000,preview,0.420000,then,0.410000,0.3100,1.7552,463,70
31,0,13,olympics,get series,9,9,1,0,3,1,0.160000,preview,0.230000,get the data,0.210000,0.1300,2.7899,484,90
31,0,14,olympics,with key Games,4,4,1,0,3,1,0.110000,with key Year,0.540000,preview,0.310000,0.3800,1.5399,456,54
31,0,15,olympics,and value Team,4,4,1,0,4,1,0.080000,and value Games,0.360000,and value Year,0.300000,0.1500,1.8485,462,54
32,0,0,shared,by date,2,2,1,1,1,1,0.550000,by date,0.550000,by tag,0.450000,0.0900,0.9928,402,35
32,0,1,shared,April 2017,10,10,1,1,1,1,1.000000,April 2017,1.000000,May 2017,0.000000,0.9900,0.0000,502,143
32,0,2,shared,People at the Turing in 2016/2017,1,1,0,1,,,,,,,,,,0,0
32,0,3,shared,get series,9,9,1,0,5,1,0.030000,get the data,0.610000,group data,0.170000,0.5500,1.6865,483,92
32,0,4,shared,with key Role,3,3,1,1,1,1,0.780000,with key Role,0.780000,with key Count,0.130000,0.6700,0.9749,447,45
32,0,5,shared,and value Count,3,3,1,0,2,2,0.300000,and value Role,0.400000,preview,0.300000,0.1000,1.5710,453,45
33,0,0,shared,by date,2,2,1,1,1,1,0.620000,by date,0.620000,by tag,0.380000,0.2300,0.9580,421,35
33,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,521,143
33,0,2,shared,The Alan Turing Institute People (May 2017),8,8,1,1,1,1,0.980000,The Alan Turing Institute People (May 2017),0.980000,"The Alan Turing Institute People (May 2017, corrected)",0.010000,0.9800,0.1614,549,164
33,0,3,shared,group data,8,8,1,0,3,1,0.080000,get the data,0.580000,filter data,0.250000,0.5100,1.6816,492,83
33,0,4,shared,by Role,5,5,1,1,1,1,0.890000,by Role,0.890000,by Position,0.100000,0.8600,0.5483,476,58
33,0,5,shared,count all,15,15,1,0,2,1,0.230000,count distinct Name,0.550000,count all,0.230000,0.5100,2.0649,570,158
33,0,6,shared,then,10,10,1,0,4,1,0.070000,count distinct Name,0.340000,count distinct Role,0.270000,0.2500,2.4426,540,118
33,0,7,shared,get series,9,9,1,0,3,1,0.130000,filter data,0.500000,get the data,0.240000,0.4200,1.9529,519,91
33,0,8,shared,with key Role,3,3,1,1,1,1,0.480000,with key Role,0.480000,with key count,0.400000,0.2200,1.4041,483,45
33,0,9,shared,and value count,3,3,1,1,1,1,0.420000,and value count,0.420000,and value Role,0.320000,0.1300,1.5570,489,45
34,0,0,shared,by date,2,2,1,1,1,1,0.700000,by date,0.700000,by tag,0.300000,0.4000,0.8813,428,35
34,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,528,143
34,0,2,shared,"The Alan Turing Institute People (May 2017, corrected)",8,8,1,1,1,1,1.000000,"The Alan Turing Institute People (May 2017, corrected)",1.000000,The Alan Turing Institute People (May 2017),0.000000,0.9900,0.0000,556,166
34,0,3,shared,group data,8,8,1,0,2,2,0.140000,get the data,0.610000,group data,0.140000,0.5400,1.7160,501,83
34,0,4,shared,by Role,5,5,1,1,1,1,0.920000,by Role,0.920000,by Position,0.080000,0.8900,0.4022,485,58
34,0,5,shared,count all,15,15,1,0,2,1,0.270000,count distinct Name,0.610000,count all,0.270000,0.5700,1.6023,579,158
34,0,6,shared,then,10,10,1,0,4,1,0.060000,count distinct Name,0.320000,preview,0.280000,0.2400,2.2666,549,118
34,0,7,shared,get series,9,9,1,0,2,1,0.250000,get the data,0.340000,get series,0.250000,0.2500,2.2899,528,92
34,0,8,shared,with key Role,3,3,1,0,2,1,0.420000,with key count,0.430000,with key Role,0.420000,0.1400,1.4598,492,45
34,0,9,shared,and value count,3,3,1,1,1,1,0.510000,and value count,0.510000,preview,0.270000,0.2700,1.4860,498,45
35,0,0,shared,by date,2,2,1,1,1,1,0.530000,by date,0.530000,by tag,0.470000,0.0600,0.9974,390,35
35,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,490,143
35,0,2,shared,The Alan Turing Institute People (7 May 2017),8,8,1,1,1,1,1.000000,The Alan Turing Institute People (7 May 2017),1.000000,The Alan Turing Institute People (May 2017),0.000000,0.9900,0.0000,518,165
35,0,3,shared,filter data,8,8,1,1,1,1,0.600000,filter data,0.600000,get the data,0.330000,0.5300,1.3551,462,82
35,0,4,shared,Position is,13,13,1,0,4,1,0.130000,Position contains,0.390000,Role is,0.230000,0.3200,2.1944,506,126
35,0,5,shared,Faculty Fellow,12,12,1,1,1,1,1.000000,Faculty Fellow,1.000000,preview,0.000000,1.0000,0.0000,512,126
35,0,6,shared,and University is,26,26,1,1,1,1,0.490000,and University is,0.490000,preview,0.250000,0.4600,2.2103,634,258
35,0,7,shared,Cambridge,6,6,1,1,1,1,1.000000,Cambridge,1.000000,preview,0.000000,1.0000,0.0000,472,71
35,0,8,shared,then,14,14,1,0,2,1,0.180000,preview,0.660000,then,0.180000,0.6300,1.5175,547,144
35,0,9,shared,get the data,8,8,1,1,1,1,0.680000,get the data,0.680000,preview,0.140000,0.6400,1.5441,494,83
36,0,0,shared,by date,2,2,1,1,1,1,0.710000,by date,0.710000,by tag,0.290000,0.4300,0.8687,378,35
36,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,1.0000,0.0000,478,143
36,0,2,shared,Rio 2016 Olympics,8,8,1,1,1,1,1.000000,Rio 2016 Olympics,1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,506,157
36,0,3,shared,filter data,9,9,1,0,1,1,0.360000,filter data,0.360000,get the data,0.350000,0.2800,2.1249,450,92
36,0,4,shared,Games is,37,37,1,0,2,1,0.110000,Medal is,0.720000,Games is,0.110000,0.7100,1.4059,697,362
36,0,5,shared,Rio (2016),2,2,1,1,1,1,0.990000,Rio (2016),0.990000,preview,0.010000,0.9900,0.0808,415,43
36,0,6,shared,then,74,74,1,0,6,69,0.000000,and Medal is,0.930000,preview,0.030000,0.9200,0.4485,1065,752
36,0,7,shared,group data,9,9,1,1,1,1,0.530000,group data,0.530000,filter data,0.340000,0.4800,1.5768,474,91
36,0,8,shared,by Event,13,13,1,0,7,2,0.010000,by Medal,0.460000,by Gold,0.390000,0.4200,1.7991,507,123
36,0,9,shared,and Discipline,43,43,1,0,9,35,0.000000,sum Gold,0.670000,and Gold,0.120000,0.6500,1.6842,767,408
36,0,10,shared,and Team,43,43,1,0,11,33,0.000000,sum Gold,0.600000,and Gold,0.110000,0.5800,2.0666,772,408
36,0,11,shared,and Gold,43,43,1,0,4,1,0.070000,sum Gold,0.550000,count all,0.120000,0.5300,2.2122,777,408
36,0,12,shared,then,43,43,1,0,6,2,0.030000,sum Gold,0.500000,count all,0.250000,0.4800,2.2337,782,408
36,0,13,shared,group data,9,9,1,0,3,2,0.080000,get the data,0.570000,drop columns,0.100000,0.5100,2.1557,503,92
36,0,14,shared,by Team,5,5,1,0,3,1,0.200000,by Gold,0.370000,preview,0.260000,0.2100,2.0493,479,58
36,0,15,shared,sum Gold,16,16,1,1,1,1,0.660000,sum Gold,0.660000,count all,0.130000,0.6300,1.7338,576,161
36,0,16,shared,then,9,9,1,0,2,1,0.340000,preview,0.450000,then,0.340000,0.3700,1.6157,531,103
36,0,17,shared,sort data,9,9,1,1,1,1,0.580000,sort data,0.580000,get the data,0.210000,0.5300,1.7682,522,91
36,0,18,shared,by Gold descending,6,6,1,1,1,1,0.630000,by Gold descending,0.630000,by Team descending,0.280000,0.5500,1.4121,506,68
36,0,19,shared,then,4,4,1,0,2,1,0.220000,preview,0.740000,then,0.220000,0.6600,1.0278,499,51
36,0,20,shared,paging,9,9,1,0,4,1,0.020000,get the data,0.500000,preview,0.310000,0.4200,1.7331,537,92
36,0,21,shared,take(8),4,4,1,0,2,1,0.220000,preview,0.560000,take,0.220000,0.4100,1.5263,502,46
37,0,0,shared,by date,2,2,1,1,1,1,0.770000,by date,0.770000,by tag,0.230000,0.5400,0.7780,427,35
37,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,527,143
37,0,2,shared,Central government own expenditure in budgets by departmental group (PESA 2016),8,8,1,1,1,1,1.000000,Central government own expenditure in budgets by departmental group (PESA 2016),1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,555,171
37,0,3,shared,group data,9,9,1,0,5,1,0.070000,filter data,0.350000,get the data,0.260000,0.2700,2.2223,513,91
37,0,4,shared,by Department,12,12,1,0,2,1,0.030000,by 2015-16 Outturn,0.960000,by Department,0.030000,0.9600,0.2747,619,204
37,0,5,shared,sum 2015-16 Outturn,45,45,1,1,1,1,0.950000,sum 2015-16 Outturn,0.950000,and 2015-16 Outturn,0.040000,0.9400,0.3225,1112,725
37,0,6,shared,then,31,31,1,0,2,1,0.130000,preview,0.560000,then,0.130000,0.5300,2.0760,919,494
37,0,7,shared,sort data,9,9,1,1,1,1,0.930000,sort data,0.930000,filter data,0.050000,0.9300,0.3799,541,91
37,0,8,shared,by 2015-16 Outturn descending,6,6,1,1,1,1,0.870000,by 2015-16 Outturn descending,0.870000,by Department descending,0.090000,0.8500,0.7057,543,95
37,0,9,shared,then,4,4,1,1,1,1,0.530000,then,0.530000,preview,0.440000,0.3800,1.1859,527,51
37,0,10,shared,paging,9,9,1,1,1,1,0.380000,paging,0.380000,filter data,0.230000,0.3000,2.2268,565,90
37,0,11,shared,take(10),4,4,1,1,1,1,0.950000,take,0.950000,then,0.040000,0.9300,0.3225,530,46
38,0,0,shared,by date,2,2,1,0,2,1,0.280000,by tag,0.720000,by date,0.280000,0.4500,0.8555,393,35
38,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,493,143
38,0,2,shared,YouTube views by video,8,8,1,1,1,1,0.990000,YouTube views by video,0.990000,YouTube Views per Date,0.010000,0.9900,0.0808,521,156
38,0,3,shared,sort data,9,9,1,1,1,1,0.700000,sort data,0.700000,filter data,0.170000,0.6500,1.3263,464,91
38,0,4,shared,by Views descending,112,112,1,1,1,1,0.960000,by Views descending,0.960000,by Views,0.030000,0.9500,0.2747,1541,1262
38,0,5,shared,then,110,110,1,0,2,1,0.130000,preview,0.660000,then,0.130000,0.6500,1.8694,1640,1351
38,0,6,shared,paging,9,9,1,0,2,1,0.300000,filter data,0.430000,paging,0.300000,0.3700,2.1361,479,91
38,0,7,shared,take(10),4,4,1,1,1,1,0.920000,take,0.920000,then,0.050000,0.8900,0.5061,444,46
39,0,0,expenditure,byService,2,2,1,1,1,1,0.650000,byService,0.650000,byYear,0.350000,0.2900,0.9341,340,38
39,0,1,expenditure,Education,12,12,1,1,1,1,0.990000,Education,0.990000,Economic affairs,0.010000,0.9800,0.0808,428,129
39,0,2,expenditure,bySubService,5,5,1,1,1,1,0.810000,bySubService,0.810000,bySubServiceComponents,0.080000,0.7700,1.0610,382,75
39,0,3,expenditure,Tertiary education,8,8,1,1,1,1,1.000000,Tertiary education,1.000000,Pre-primary and primary education,0.000000,1.0000,0.0000,418,107
40,0,0,expenditure,byService,2,2,1,1,1,1,0.620000,byService,0.620000,byYear,0.380000,0.2300,0.9580,351,38
40,0,1,expenditure,Education,12,12,1,1,1,1,1.000000,Education,1.000000,General public services,0.000000,0.9900,0.0000,439,129
40,0,2,expenditure,bySubService,5,5,1,1,1,1,0.690000,bySubService,0.690000,bySubServiceComponents,0.150000,0.6100,1.4557,393,75
40,0,3,expenditure,Tertiary education,8,8,1,1,1,1,1.000000,Tertiary education,1.000000,Pre-primary and primary education,0.000000,1.0000,0.0000,429,107
41,0,0,worldbank,byCountry,2,2,1,1,1,1,0.640000,byCountry,0.640000,byYear,0.360000,0.2800,0.9427,419,38
41,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,1.0000,0.0000,2552,2397
41,0,2,worldbank,Climate Change,22,22,1,1,1,1,0.540000,Climate Change,0.540000,Environment,0.410000,0.5200,1.2596,582,210
41,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.980000,CO2 emissions (kt),0.980000,CO2 emissions (metric tons per capita),0.010000,0.9800,0.1614,1590,1200
41,0,4,worldbank,take(10),26,26,1,0,2,1,0.120000,filter,0.330000,take,0.120000,0.2900,3.1502,608,225
42,0,0,worldbank,byCountry,2,2,1,1,1,1,0.730000,byCountry,0.730000,byYear,0.270000,0.4600,0.8415,402,38
42,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,0.9900,0.0000,2535,2397
42,0,2,worldbank,Economy & Growth,22,22,1,1,1,1,0.990000,Economy & Growth,0.990000,All Indicators,0.010000,0.9900,0.0808,565,213
42,0,3,worldbank,GDP per capita (current US$),255,265,1,1,1,1,0.900000,GDP per capita (current US$),0.900000,GDP per capita (constant 2005 US$),0.090000,0.8900,0.5159,4584,4213
42,1,0,olympics,filter data,9,9,1,0,3,3,0.010000,get the data,0.760000,get series,0.210000,0.7300,0.9730,450,92
42,1,1,olympics,Team is,37,37,1,0,13,25,0.000000,Athlete is,0.510000,Medal is,0.270000,0.4900,2.1359,696,362
42,1,2,olympics,United States,150,150,1,1,1,1,0.940000,United States,0.940000,Individual Olympic athletes,0.060000,0.9400,0.3274,1548,1317
42,1,3,olympics,and Athlete is,74,74,1,1,1,1,0.460000,and Athlete is,0.460000,and Medal is,0.410000,0.4400,1.8064,1059,753
42,1,4,olympics,Mark Spitz,255,3318,1,1,1,1,1.000000,Mark Spitz,1.000000,Rhoshii Wells,0.000000,1.0000,0.0000,2817,2684
42,1,5,olympics,then,38,38,1,0,4,6,0.010000,and Medal is,0.880000,and Medal contains,0.040000,0.8700,0.8596,749,393
42,1,6,olympics,group data,9,9,1,1,1,1,0.540000,group data,0.540000,get series,0.160000,0.4800,1.9871,481,91
42,1,7,olympics,by Year,13,13,1,1,1,1,0.870000,by Year,0.870000,by Gold,0.060000,0.8500,0.7558,514,123
42,1,8,olympics,sum Gold,43,43,1,1,1,1,0.370000,sum Gold,0.370000,count distinct Gold,0.250000,0.3400,2.4031,774,408
42,1,9,olympics,then,28,28,1,0,2,1,0.350000,preview,0.480000,then,0.350000,0.4500,1.9366,672,285
